,magnetogram,T_REC,region_type,region_no,label
29476,/SUM86/D1038599769/S00000/magnetogram.fits,2013-10-17 01:36:00,harp,3263,True
1624,/SUM93/D1043266805/S00000/magnetogram.fits,2011-02-14 20:48:00,harp,377,True
1649,/SUM90/D1043296711/S00000/magnetogram.fits,2011-02-17 22:24:00,harp,377,True
31265,/SUM97/D1041127120/S00000/magnetogram.fits,2013-11-23 06:24:00,harp,3376,True
56872,/SUM74/D785985912/S00000/magnetogram.fits,2016-01-04 08:00:00,harp,6227,False
17280,/SUM86/D1040132445/S00000/magnetogram.fits,2012-08-25 08:00:00,harp,1959,False
23529,/SUM89/D1043912426/S00000/magnetogram.fits,2013-04-12 09:36:00,harp,2636,True
45144,/SUM65/D662006643/S00000/magnetogram.fits,2015-01-03 06:24:00,harp,5011,True
50455,/SUM81/D715724220/S00000/magnetogram.fits,2015-05-25 19:12:00,harp,5598,False
34298,/SUM64/D541843339/S00000/magnetogram.fits,2014-02-02 04:48:00,harp,3686,True
12076,/SUM93/D1038160650/S00000/magnetogram.fits,2012-01-30 22:24:00,harp,1348,False
45129,/SUM56/D662011502/S00000/magnetogram.fits,2015-01-04 00:00:00,harp,5005,False
22867,/SUM86/D1042851855/S00000/magnetogram.fits,2013-03-31 19:12:00,harp,2594,False
1878,/SUM90/D1043836854/S00000/magnetogram.fits,2011-03-07 00:00:00,harp,401,True
29475,/SUM97/D1038599328/S00000/magnetogram.fits,2013-10-17 00:00:00,harp,3263,True
54328,/SUM77/D756549810/S00000/magnetogram.fits,2015-09-28 20:48:00,harp,5983,True
20699,/SUM94/D1038554535/S00000/magnetogram.fits,2013-01-06 11:12:00,harp,2352,False
3146,/SUM87/D1039347160/S00000/magnetogram.fits,2011-05-12 19:12:00,harp,587,False
34373,/SUM47/D542296695/S00000/magnetogram.fits,2014-01-31 08:00:00,harp,3688,True
27639,/SUM93/D1043416709/S00000/magnetogram.fits,2013-08-19 01:36:00,harp,3097,False
1631,/SUM92/D1043274653/S00000/magnetogram.fits,2011-02-15 19:12:00,harp,377,True
61318,/SUM85/D1006598152/S00000/magnetogram.fits,2016-09-20 06:24:00,harp,6769,False
58492,/SUM99/D994500433/S00000/magnetogram.fits,2016-04-17 08:00:00,harp,6483,True
24542,/SUM84/D1038091019/S00000/magnetogram.fits,2013-05-16 06:24:00,harp,2733,False
15855,/SUM87/D1037957100/S00000/magnetogram.fits,2012-07-05 20:48:00,harp,1807,True
1789,/SUM95/D1043638680/S00000/magnetogram.fits,2011-03-07 12:48:00,harp,393,True
15254,/SUM95/D1044336222/S00000/magnetogram.fits,2012-06-03 17:36:00,harp,1722,True
30861,/SUM89/D1040451936/S00000/magnetogram.fits,2013-11-12 09:36:00,harp,3364,False
57605,/SUM72/D797843483/S00000/magnetogram.fits,2016-02-13 22:24:00,harp,6327,True
62313,/SUM95/D1007195909/S00000/magnetogram.fits,2016-12-15 08:00:00,harp,6882,False
11803,/SUM99/D1037971342/S00000/magnetogram.fits,2012-01-28 19:12:00,harp,1338,False
62770,/SUM99/D1009512203/S00000/magnetogram.fits,2017-02-04 04:48:00,harp,6937,False
6952,/SUM99/D1037299458/S00000/magnetogram.fits,2011-09-05 09:36:00,harp,833,True
6721,/SUM95/D1044402858/S00000/magnetogram.fits,2011-09-04 06:24:00,harp,814,True
23526,/SUM88/D1043910568/S00000/magnetogram.fits,2013-04-12 04:48:00,harp,2636,True
30727,/SUM89/D1040282415/S00000/magnetogram.fits,2013-11-07 20:48:00,harp,3344,True
1914,/SUM87/D1043888589/S00000/magnetogram.fits,2011-03-11 17:36:00,harp,401,True
59512,/SUM98/D996587502/S00000/magnetogram.fits,2016-06-01 00:00:00,harp,6591,False
15754,/SUM88/D1037775118/S00000/magnetogram.fits,2012-06-30 14:24:00,harp,1806,True
2631,/SUM98/D1038395277/S00000/magnetogram.fits,2011-04-15 04:48:00,harp,495,True
34747,/SUM45/D670206523/D542242251/S00000/magnetogram.fits,2014-02-12 00:00:00,harp,3721,True
46377,/SUM12/D672108333/S00000/magnetogram.fits,2015-01-31 22:24:00,harp,5114,False
6439,/SUM88/D1044145630/S00000/magnetogram.fits,2011-08-28 19:12:00,harp,805,False
5678,/SUM86/D1043243096/S00000/magnetogram.fits,2011-08-02 16:00:00,harp,753,True
35014,/SUM35/D549650860/S00000/magnetogram.fits,2014-03-02 06:24:00,harp,3779,True
13969,/SUM86/D1042726193/S00000/magnetogram.fits,2012-05-10 06:24:00,harp,1638,True
38786,/SUM5/D594108565/S00000/magnetogram.fits,2014-06-27 19:12:00,harp,4290,False
41596,/SUM3/D640115192/S00000/magnetogram.fits,2014-10-31 00:00:00,harp,4750,False
8956,/SUM95/D1041194556/S00000/magnetogram.fits,2011-11-09 11:12:00,harp,1041,True
1645,/SUM99/D1043293800/S00000/magnetogram.fits,2011-02-17 14:24:00,harp,377,True
56131,/SUM81/D775883327/S00000/magnetogram.fits,2015-12-02 03:12:00,harp,6140,False
40887,/SUM15/D636242700/S00000/magnetogram.fits,2014-10-26 11:12:00,harp,4698,True
43686,/SUM16/D665616343/S00000/magnetogram.fits,2014-12-14 19:12:00,harp,4920,True
56627,/SUM82/D784418502/S00000/magnetogram.fits,2015-12-30 22:24:00,harp,6205,False
32872,/SUM85/D1043684112/S00000/magnetogram.fits,2013-12-28 11:12:00,harp,3535,True
7007,/SUM88/D1037339303/S00000/magnetogram.fits,2011-09-09 08:00:00,harp,833,True
11836,/SUM91/D1038033544/S00000/magnetogram.fits,2012-01-24 06:24:00,harp,1339,False
1618,/SUM93/D1043263912/S00000/magnetogram.fits,2011-02-14 11:12:00,harp,377,True
65581,/SUM88/D1018971624/S00000/magnetogram.fits,2018-01-16 03:12:00,harp,7229,False
41188,/SUM13/D640110087/S00000/magnetogram.fits,2014-10-28 20:48:00,harp,4726,False
51927,/SUM78/D729142438/S00000/magnetogram.fits,2015-07-05 14:24:00,harp,5745,True
53032,/SUM82/D742011585/S00000/magnetogram.fits,2015-08-11 04:48:00,harp,5845,False
28791,/SUM99/D1037934877/S00000/magnetogram.fits,2013-09-30 20:48:00,harp,3240,False
55650,/SUM74/D769332143/S00000/magnetogram.fits,2015-11-09 03:12:00,harp,6078,True
48501,/SUM6/D697834923/S00000/magnetogram.fits,2015-04-08 04:48:00,harp,5415,True
40866,/SUM0/D635816065/S00000/magnetogram.fits,2014-10-25 01:36:00,harp,4698,True
970,/SUM97/D1042391050/S00000/magnetogram.fits,2011-01-09 11:12:00,harp,327,False
63321,/SUM90/D1013533219/S00000/magnetogram.fits,2017-04-01 08:00:00,harp,6972,True
2657,/SUM90/D1038571389/S00000/magnetogram.fits,2011-04-15 17:36:00,harp,507,False
13078,/SUM94/D1040638699/S00000/magnetogram.fits,2012-04-01 08:00:00,harp,1520,False
67465,/SUM47/D1245642819/S00000/magnetogram.fits,2019-11-17 06:24:00,harp,7389,False
34121,/SUM68/D542259599/S00000/magnetogram.fits,2014-01-23 01:36:00,harp,3658,False
24344,/SUM98/D1037861866/S00000/magnetogram.fits,2013-05-11 03:12:00,harp,2718,False
14700,/SUM99/D1043668007/S00000/magnetogram.fits,2012-05-22 16:00:00,harp,1680,False
43723,/SUM70/D665806417/S00000/magnetogram.fits,2014-12-19 16:00:00,harp,4920,True
4677,/SUM84/D1041794573/S00000/magnetogram.fits,2011-07-09 14:24:00,harp,693,False
32898,/SUM99/D1043732332/S00000/magnetogram.fits,2013-12-31 19:12:00,harp,3535,True
6948,/SUM90/D1037298107/S00000/magnetogram.fits,2011-09-05 03:12:00,harp,833,True
55656,/SUM79/D769329006/S00000/magnetogram.fits,2015-11-09 12:48:00,harp,6078,True
3830,/SUM88/D1035772971/S00000/magnetogram.fits,2011-06-06 22:24:00,harp,637,True
35480,/SUM7/D559075656/S00000/magnetogram.fits,2014-03-28 00:00:00,harp,3894,True
14972,/SUM93/D1043959991/S00000/magnetogram.fits,2012-05-31 04:48:00,harp,1697,False
8136,/SUM95/D1039576587/S00000/magnetogram.fits,2011-10-21 12:48:00,harp,975,False
36776,/SUM35/D575850847/S00000/magnetogram.fits,2014-05-11 16:00:00,harp,4088,False
34421,/SUM64/D541941360/S00000/magnetogram.fits,2014-02-07 08:00:00,harp,3688,True
43687,/SUM22/D665688635/S00000/magnetogram.fits,2014-12-16 01:36:00,harp,4920,True
32905,/SUM92/D1043738394/S00000/magnetogram.fits,2014-01-01 06:24:00,harp,3535,True
55762,/SUM81/D771133477/S00000/magnetogram.fits,2015-11-16 00:00:00,harp,6084,False
40554,/SUM15/D632289966/S00000/magnetogram.fits,2014-10-14 04:48:00,harp,4679,False
62183,/SUM84/D1007211627/S00000/magnetogram.fits,2016-12-02 17:36:00,harp,6868,False
1670,/SUM89/D1043369047/S00000/magnetogram.fits,2011-02-15 22:24:00,harp,384,True
22080,/SUM96/D1040552615/S00000/magnetogram.fits,2013-02-17 14:24:00,harp,2491,True
11102,/SUM89/D1044991807/S00000/magnetogram.fits,2012-01-06 09:36:00,harp,1275,False
51564,/SUM73/D724914128/S00000/magnetogram.fits,2015-06-22 12:48:00,harp,5692,True
36351,/SUM70/D568441600/S00000/magnetogram.fits,2014-04-21 12:48:00,harp,4025,False
2731,/SUM95/D1038821030/S00000/magnetogram.fits,2011-04-30 22:24:00,harp,532,False
19204,/SUM88/D1043832433/S00000/magnetogram.fits,2012-11-08 12:48:00,harp,2176,False
15334,/SUM86/D1035790249/S00000/magnetogram.fits,2012-06-03 20:48:00,harp,1727,False
32893,/SUM91/D1043728142/S00000/magnetogram.fits,2013-12-31 11:12:00,harp,3535,True
12368,/SUM89/D1038538448/S00000/magnetogram.fits,2012-02-16 16:00:00,harp,1390,False
56611,/SUM82/D781635706/S00000/magnetogram.fits,2015-12-22 09:36:00,harp,6189,False
63579,/SUM85/D1013531773/S00000/magnetogram.fits,2017-04-16 03:12:00,harp,6983,False
27335,/SUM85/D1043049611/S00000/magnetogram.fits,2013-08-17 00:00:00,harp,3066,False
61302,/SUM93/D1006563031/S00000/magnetogram.fits,2016-09-23 06:24:00,harp,6764,False
1592,/SUM94/D1043250869/S00000/magnetogram.fits,2011-02-12 17:36:00,harp,377,True
60687,/SUM88/D998644059/S00000/magnetogram.fits,2016-07-30 12:48:00,harp,6688,False
3479,/SUM87/D1039684053/S00000/magnetogram.fits,2011-05-26 12:48:00,harp,605,False
62108,/SUM84/D1006960569/S00000/magnetogram.fits,2016-11-27 19:12:00,harp,6863,False
5465,/SUM94/D1042861658/S00000/magnetogram.fits,2011-08-01 16:00:00,harp,746,False
50752,/SUM82/D718405905/S00000/magnetogram.fits,2015-05-29 14:24:00,harp,5627,False
54868,/SUM81/D763105433/S00000/magnetogram.fits,2015-10-18 01:36:00,harp,6006,False
66602,/SUM44/D1128021150/S00000/magnetogram.fits,2018-12-14 12:48:00,harp,7326,False
44338,/SUM70/D665530934/S00000/magnetogram.fits,2014-12-21 19:12:00,harp,4954,False
53464,/SUM79/D747033118/S00000/magnetogram.fits,2015-08-27 17:36:00,harp,5885,True
59182,/SUM88/D995799785/S00000/magnetogram.fits,2016-05-18 01:36:00,harp,6558,False
5692,/SUM87/D1043288314/S00000/magnetogram.fits,2011-08-08 04:48:00,harp,753,True
38437,/SUM95/D588055744/S00000/magnetogram.fits,2014-06-12 01:36:00,harp,4231,True
66052,/SUM92/D1056837924/S00000/magnetogram.fits,2018-05-15 17:36:00,harp,7256,False
13709,/SUM89/D1042235426/S00000/magnetogram.fits,2012-05-01 01:36:00,harp,1613,False
1881,/SUM97/D1043837931/S00000/magnetogram.fits,2011-03-07 04:48:00,harp,401,True
52629,/SUM79/D738640550/S00000/magnetogram.fits,2015-08-01 16:00:00,harp,5818,False
54303,/SUM79/D756245394/S00000/magnetogram.fits,2015-09-27 04:48:00,harp,5983,True
46188,/SUM20/D670249833/S00000/magnetogram.fits,2015-01-26 01:36:00,harp,5107,True
44510,/SUM46/D665586852/S00000/magnetogram.fits,2014-12-26 11:12:00,harp,4955,True
27828,/SUM90/D1043590927/S00000/magnetogram.fits,2013-08-28 00:00:00,harp,3103,False
15308,/SUM89/D1044553008/S00000/magnetogram.fits,2012-06-02 03:12:00,harp,1727,False
9306,/SUM94/D1041715581/S00000/magnetogram.fits,2011-11-16 12:48:00,harp,1075,False
27312,/SUM87/D1042936712/S00000/magnetogram.fits,2013-08-16 20:48:00,harp,3056,True
19710,/SUM97/D1044806520/S00000/magnetogram.fits,2012-11-28 12:48:00,harp,2240,False
5571,/SUM98/D1043055337/S00000/magnetogram.fits,2011-07-29 19:12:00,harp,750,True
21343,/SUM95/D1039384011/S00000/magnetogram.fits,2013-01-21 03:12:00,harp,2401,False
1607,/SUM95/D1043259921/S00000/magnetogram.fits,2011-02-13 17:36:00,harp,377,True
29966,/SUM89/D1039236951/S00000/magnetogram.fits,2013-10-27 20:48:00,harp,3295,True
15753,/SUM86/D1037774701/S00000/magnetogram.fits,2012-06-30 12:48:00,harp,1806,True
38783,/SUM6/D594107059/S00000/magnetogram.fits,2014-06-27 14:24:00,harp,4290,False
47160,/SUM16/D681275317/S00000/magnetogram.fits,2015-02-24 20:48:00,harp,5233,False
15554,/SUM92/D1037561294/S00000/magnetogram.fits,2012-06-18 14:24:00,harp,1756,False
1148,/SUM97/D1035768147/S00000/magnetogram.fits,2011-01-16 08:00:00,harp,342,False
29469,/SUM98/D1038592246/S00000/magnetogram.fits,2013-10-15 20:48:00,harp,3263,True
12442,/SUM93/D1038645876/S00000/magnetogram.fits,2012-02-16 12:48:00,harp,1396,False
44506,/SUM70/D665582519/S00000/magnetogram.fits,2014-12-26 04:48:00,harp,4955,True
20977,/SUM91/D1038884444/S00000/magnetogram.fits,2013-01-13 04:48:00,harp,2362,True
27325,/SUM88/D1042949122/S00000/magnetogram.fits,2013-08-17 17:36:00,harp,3056,True
44009,/SUM21/D665639261/S00000/magnetogram.fits,2014-12-16 09:36:00,harp,4941,True
46979,/SUM10/D680126062/S00000/magnetogram.fits,2015-02-21 12:48:00,harp,5229,False
57558,/SUM81/D795493155/S00000/magnetogram.fits,2016-02-06 09:36:00,harp,6319,False
57620,/SUM82/D798146848/S00000/magnetogram.fits,2016-02-14 22:24:00,harp,6327,True
46536,/SUM70/D675763324/S00000/magnetogram.fits,2015-02-10 16:00:00,harp,5151,False
57594,/SUM77/D797511439/S00000/magnetogram.fits,2016-02-13 00:00:00,harp,6327,True
17654,/SUM95/D1040902918/S00000/magnetogram.fits,2012-09-07 19:12:00,harp,1999,True
7766,/SUM85/D1038789181/S00000/magnetogram.fits,2011-10-09 12:48:00,harp,926,False
5110,/SUM86/D1042363655/S00000/magnetogram.fits,2011-07-16 16:00:00,harp,714,False
57599,/SUM75/D797842460/S00000/magnetogram.fits,2016-02-13 08:00:00,harp,6327,True
30886,/SUM94/D1040493674/S00000/magnetogram.fits,2013-11-15 09:36:00,harp,3364,True
62637,/SUM86/D1009519480/S00000/magnetogram.fits,2017-01-29 14:24:00,harp,6930,False
61335,/SUM86/D1006603910/S00000/magnetogram.fits,2016-09-21 11:12:00,harp,6769,False
35507,/SUM48/D559599016/S00000/magnetogram.fits,2014-03-29 19:12:00,harp,3894,True
1661,/SUM87/D1043360448/S00000/magnetogram.fits,2011-02-15 08:00:00,harp,384,True
58493,/SUM88/D994500830/S00000/magnetogram.fits,2016-04-17 09:36:00,harp,6483,True
15492,/SUM94/D1037348573/S00000/magnetogram.fits,2012-06-17 04:48:00,harp,1744,False
3733,/SUM84/D1040145453/S00000/magnetogram.fits,2011-05-30 06:24:00,harp,632,False
43690,/SUM49/D665701015/S00000/magnetogram.fits,2014-12-16 06:24:00,harp,4920,True
48530,/SUM56/D698460540/S00000/magnetogram.fits,2015-04-10 22:24:00,harp,5422,False
52223,/SUM73/D733735516/S00000/magnetogram.fits,2015-07-18 03:12:00,harp,5758,False
36005,/SUM60/D568462277/S00000/magnetogram.fits,2014-04-18 03:12:00,harp,3985,False
34743,/SUM67/D542289611/S00000/magnetogram.fits,2014-02-11 14:24:00,harp,3721,True
22234,/SUM96/D1040717651/S00000/magnetogram.fits,2013-02-26 20:48:00,harp,2492,False
40240,/SUM18/D631332507/S00000/magnetogram.fits,2014-10-11 11:12:00,harp,4661,False
1675,/SUM97/D1043372024/S00000/magnetogram.fits,2011-02-16 06:24:00,harp,384,True
1212,/SUM92/D1042829591/S00000/magnetogram.fits,2011-02-05 08:00:00,harp,355,False
53414,/SUM80/D745566456/S00000/magnetogram.fits,2015-08-22 04:48:00,harp,5885,True
29956,/SUM99/D1039206579/S00000/magnetogram.fits,2013-10-23 17:36:00,harp,3295,True
31770,/SUM95/D1041800408/S00000/magnetogram.fits,2013-12-01 22:24:00,harp,3441,False
8908,/SUM88/D1041100343/S00000/magnetogram.fits,2011-11-13 04:48:00,harp,1038,False
61243,/SUM96/D1006572063/S00000/magnetogram.fits,2016-09-21 20:48:00,harp,6759,False
17983,/SUM99/D1042015772/S00000/magnetogram.fits,2012-09-29 14:24:00,harp,2047,False
53460,/SUM83/D747034264/S00000/magnetogram.fits,2015-08-27 03:12:00,harp,5885,True
28944,/SUM91/D1038038551/S00000/magnetogram.fits,2013-10-05 01:36:00,harp,3246,False
44403,/SUM22/D665614713/S00000/magnetogram.fits,2014-12-26 08:00:00,harp,4954,False
54283,/SUM72/D756242429/S00000/magnetogram.fits,2015-09-27 04:48:00,harp,5982,True
15796,/SUM86/D1037913505/S00000/magnetogram.fits,2012-07-01 12:48:00,harp,1807,True
44593,/SUM68/D665643701/S00000/magnetogram.fits,2014-12-23 01:36:00,harp,4969,False
35517,/SUM43/D559931662/S00000/magnetogram.fits,2014-03-30 11:12:00,harp,3894,True
43095,/SUM47/D662242880/S00000/magnetogram.fits,2014-12-05 00:00:00,harp,4874,True
29801,/SUM84/D1039034886/S00000/magnetogram.fits,2013-10-21 20:48:00,harp,3291,True
1678,/SUM90/D1043384481/S00000/magnetogram.fits,2011-02-17 14:24:00,harp,384,True
1612,/SUM96/D1043261735/S00000/magnetogram.fits,2011-02-14 01:36:00,harp,377,True
56146,/SUM81/D776701208/S00000/magnetogram.fits,2015-12-05 03:12:00,harp,6140,False
29470,/SUM98/D1038592643/S00000/magnetogram.fits,2013-10-15 22:24:00,harp,3263,True
37988,/SUM30/D587185323/S00000/magnetogram.fits,2014-06-10 20:48:00,harp,4197,True
29821,/SUM85/D1039047670/S00000/magnetogram.fits,2013-10-23 04:48:00,harp,3291,True
1871,/SUM92/D1043782912/S00000/magnetogram.fits,2011-03-06 09:36:00,harp,394,True
601,/SUM89/D1041946016/S00000/magnetogram.fits,2010-12-21 06:24:00,harp,297,False
54323,/SUM81/D756544436/S00000/magnetogram.fits,2015-09-28 12:48:00,harp,5983,True
2633,/SUM96/D1038396620/S00000/magnetogram.fits,2011-04-15 08:00:00,harp,495,True
15769,/SUM96/D1037781541/S00000/magnetogram.fits,2012-07-01 14:24:00,harp,1806,True
29806,/SUM84/D1039038178/S00000/magnetogram.fits,2013-10-22 04:48:00,harp,3291,True
64523,/SUM89/D978633107/S00000/magnetogram.fits,2017-09-04 20:48:00,harp,7115,True
20506,/SUM98/D1038399169/S00000/magnetogram.fits,2013-01-05 09:36:00,harp,2344,False
41966,/SUM5/D641158122/S00000/magnetogram.fits,2014-11-01 00:00:00,harp,4764,False
35512,/SUM53/D559926909/S00000/magnetogram.fits,2014-03-30 03:12:00,harp,3894,True
42634,/SUM83/D1114814403/D642538263/S00000/magnetogram.fits,2014-11-19 06:24:00,harp,4816,False
11683,/SUM91/D1037772200/S00000/magnetogram.fits,2012-01-20 16:00:00,harp,1321,False
64519,/SUM87/D978627554/S00000/magnetogram.fits,2017-09-04 14:24:00,harp,7115,True
19280,/SUM91/D1043915734/S00000/magnetogram.fits,2012-11-11 09:36:00,harp,2177,False
27765,/SUM92/D1043520171/S00000/magnetogram.fits,2013-08-29 08:00:00,harp,3098,False
11637,/SUM93/D1037696439/S00000/magnetogram.fits,2012-01-15 20:48:00,harp,1319,False
15748,/SUM85/D1037772823/S00000/magnetogram.fits,2012-06-30 04:48:00,harp,1806,True
39594,/SUM60/D605829940/S00000/magnetogram.fits,2014-07-31 12:48:00,harp,4390,False
15819,/SUM90/D1037929699/S00000/magnetogram.fits,2012-07-03 06:24:00,harp,1807,True
55655,/SUM77/D769333378/S00000/magnetogram.fits,2015-11-09 11:12:00,harp,6078,True
29853,/SUM85/D1039088007/S00000/magnetogram.fits,2013-10-27 09:36:00,harp,3291,True
46576,/SUM15/D677127039/S00000/magnetogram.fits,2015-02-13 17:36:00,harp,5151,False
3833,/SUM89/D1035776768/S00000/magnetogram.fits,2011-06-07 03:12:00,harp,637,True
39342,/SUM36/D601707646/S00000/magnetogram.fits,2014-07-19 12:48:00,harp,4374,False
30664,/SUM85/D1040132138/S00000/magnetogram.fits,2013-11-07 00:00:00,harp,3341,True
40638,/SUM64/D633964344/S00000/magnetogram.fits,2014-10-20 00:00:00,harp,4679,False
19413,/SUM85/D1044245778/S00000/magnetogram.fits,2012-11-13 00:00:00,harp,2191,True
61489,/SUM91/D1006887680/S00000/magnetogram.fits,2016-10-13 09:36:00,harp,6798,False
32877,/SUM85/D1043688101/S00000/magnetogram.fits,2013-12-28 19:12:00,harp,3535,True
49764,/SUM80/D715932305/S00000/magnetogram.fits,2015-05-17 22:24:00,harp,5543,False
7978,/SUM97/D1039375031/S00000/magnetogram.fits,2011-10-16 04:48:00,harp,956,False
48817,/SUM75/D702072250/S00000/magnetogram.fits,2015-04-21 16:00:00,harp,5456,True
52451,/SUM81/D736274489/S00000/magnetogram.fits,2015-07-25 08:00:00,harp,5807,False
40883,/SUM6/D636249087/S00000/magnetogram.fits,2014-10-26 04:48:00,harp,4698,True
44030,/SUM16/D665458756/S00000/magnetogram.fits,2014-12-17 22:24:00,harp,4941,True
34746,/SUM45/D542237503/S00000/magnetogram.fits,2014-02-11 22:24:00,harp,3721,True
23802,/SUM84/D1044330750/S00000/magnetogram.fits,2013-04-21 14:24:00,harp,2673,True
57614,/SUM81/D798150015/S00000/magnetogram.fits,2016-02-14 12:48:00,harp,6327,True
45420,/SUM64/D665745918/S00000/magnetogram.fits,2015-01-13 03:12:00,harp,5028,False
39186,/SUM10/D597845405/S00000/magnetogram.fits,2014-07-08 22:24:00,harp,4344,True
29258,/SUM94/D1038420314/S00000/magnetogram.fits,2013-10-17 01:36:00,harp,3258,True
57591,/SUM80/D797507502/S00000/magnetogram.fits,2016-02-12 19:12:00,harp,6327,True
1458,/SUM90/D1043157942/S00000/magnetogram.fits,2011-02-12 09:36:00,harp,367,False
27266,/SUM84/D1042738242/S00000/magnetogram.fits,2013-08-12 06:24:00,harp,3048,True
28616,/SUM93/D1037797101/S00000/magnetogram.fits,2013-09-30 01:36:00,harp,3217,False
5685,/SUM87/D1043245769/S00000/magnetogram.fits,2011-08-03 03:12:00,harp,753,True
15823,/SUM97/D1037932287/S00000/magnetogram.fits,2012-07-03 12:48:00,harp,1807,True
11849,/SUM92/D1038038377/S00000/magnetogram.fits,2012-01-25 04:48:00,harp,1339,False
19796,/SUM86/D1037346883/S00000/magnetogram.fits,2012-12-05 08:00:00,harp,2259,False
54796,/SUM76/D763098312/S00000/magnetogram.fits,2015-10-18 09:36:00,harp,6004,False
66662,/SUM59/D1129279030/S00000/magnetogram.fits,2018-12-19 09:36:00,harp,7327,False
1610,/SUM84/D1043261035/S00000/magnetogram.fits,2011-02-13 22:24:00,harp,377,True
5693,/SUM98/D1043288864/S00000/magnetogram.fits,2011-08-08 06:24:00,harp,753,True
32588,/SUM87/D1043146861/S00000/magnetogram.fits,2013-12-21 16:00:00,harp,3497,True
33387,/SUM95/D1044672635/S00000/magnetogram.fits,2014-01-13 06:24:00,harp,3601,False
47288,/SUM21/D689050702/S00000/magnetogram.fits,2015-03-15 19:12:00,harp,5298,True
10976,/SUM87/D1044775349/S00000/magnetogram.fits,2011-12-31 11:12:00,harp,1256,True
40012,/SUM34/D627465976/S00000/magnetogram.fits,2014-10-01 00:00:00,harp,4616,False
30106,/SUM97/D1039374440/S00000/magnetogram.fits,2013-10-28 04:48:00,harp,3311,True
56036,/SUM79/D774539496/S00000/magnetogram.fits,2015-11-27 01:36:00,harp,6124,False
17087,/SUM84/D1039868987/S00000/magnetogram.fits,2012-08-23 11:12:00,harp,1951,False
5971,/SUM96/D1043528487/S00000/magnetogram.fits,2011-08-07 00:00:00,harp,765,False
53752,/SUM76/D751819200/S00000/magnetogram.fits,2015-09-12 17:36:00,harp,5949,False
8874,/SUM94/D1041082424/S00000/magnetogram.fits,2011-11-10 20:48:00,harp,1038,False
10800,/SUM98/D1044519456/S00000/magnetogram.fits,2011-12-25 20:48:00,harp,1232,False
990,/SUM86/D1042406127/S00000/magnetogram.fits,2011-01-08 06:24:00,harp,335,False
68414,/SUM68/D1325137915/S00000/magnetogram.fits,2020-08-04 03:12:00,harp,7432,False
35020,/SUM64/D549650893/S00000/magnetogram.fits,2014-03-03 00:00:00,harp,3784,True
1601,/SUM94/D1043257251/S00000/magnetogram.fits,2011-02-13 08:00:00,harp,377,True
34948,/SUM69/D548262264/S00000/magnetogram.fits,2014-02-26 01:36:00,harp,3766,True
28419,/SUM89/D1037682881/S00000/magnetogram.fits,2013-09-22 00:00:00,harp,3205,False
33228,/SUM97/D1044447602/S00000/magnetogram.fits,2014-01-06 04:48:00,harp,3580,True
13479,/SUM95/D1041515868/S00000/magnetogram.fits,2012-04-20 01:36:00,harp,1574,False
64883,/SUM92/D1006580675/S00000/magnetogram.fits,2017-10-01 19:12:00,harp,7147,False
13427,/SUM85/D1041340704/S00000/magnetogram.fits,2012-04-20 04:48:00,harp,1572,False
59867,/SUM92/D997664755/S00000/magnetogram.fits,2016-06-23 20:48:00,harp,6629,False
5848,/SUM96/D1043420326/S00000/magnetogram.fits,2011-08-08 12:48:00,harp,759,False
25540,/SUM90/D1039998648/S00000/magnetogram.fits,2013-06-23 22:24:00,harp,2878,False
1672,/SUM85/D1043370299/S00000/magnetogram.fits,2011-02-16 01:36:00,harp,384,True
49314,/SUM81/D707156639/S00000/magnetogram.fits,2015-05-04 22:24:00,harp,5526,True
7002,/SUM95/D1037336623/S00000/magnetogram.fits,2011-09-09 00:00:00,harp,833,True
64256,/SUM85/D1018904702/S00000/magnetogram.fits,2017-07-08 17:36:00,harp,7075,True
18055,/SUM99/D1042131061/S00000/magnetogram.fits,2012-10-02 16:00:00,harp,2059,False
45159,/SUM48/D662402145/S00000/magnetogram.fits,2015-01-04 11:12:00,harp,5011,True
33120,/SUM93/D1044257674/S00000/magnetogram.fits,2014-01-06 17:36:00,harp,3563,True
48639,/SUM16/D697826771/S00000/magnetogram.fits,2015-04-08 01:36:00,harp,5423,False
61495,/SUM93/D1006869625/S00000/magnetogram.fits,2016-10-13 20:48:00,harp,6798,False
15857,/SUM98/D1037958309/S00000/magnetogram.fits,2012-07-06 00:00:00,harp,1807,True
8395,/SUM98/D1040248132/S00000/magnetogram.fits,2011-11-01 17:36:00,harp,1005,False
57600,/SUM76/D797843443/S00000/magnetogram.fits,2016-02-13 09:36:00,harp,6327,True
13274,/SUM94/D1041097159/S00000/magnetogram.fits,2012-04-14 22:24:00,harp,1558,False
40890,/SUM4/D636242201/S00000/magnetogram.fits,2014-10-26 16:00:00,harp,4698,True
65192,/SUM98/D996907065/S00000/magnetogram.fits,2017-10-31 16:00:00,harp,7171,False
7052,/SUM97/D1037391343/S00000/magnetogram.fits,2011-09-07 11:12:00,harp,843,False
53446,/SUM79/D746174394/S00000/magnetogram.fits,2015-08-24 17:36:00,harp,5885,True
8508,/SUM90/D1040304485/S00000/magnetogram.fits,2011-11-03 01:36:00,harp,1016,False
64659,/SUM85/D979884794/S00000/magnetogram.fits,2017-09-07 20:48:00,harp,7127,False
